x,y,prim,raw
2,103,LUT,SLICE_X2Y103
3,103,LUT,SLICE_X3Y103
6,103,LUT,SLICE_X6Y103
7,103,LUT,SLICE_X7Y103
8,103,LUT,SLICE_X8Y103
10,103,LUT,SLICE_X10Y103
11,103,LUT,SLICE_X11Y103
12,103,LUT,SLICE_X12Y103
13,103,LUT,SLICE_X13Y103
15,103,LUT,SLICE_X15Y103
17,103,LUT,SLICE_X17Y103
18,103,LUT,SLICE_X18Y103
21,103,LUT,SLICE_X21Y103
22,103,LUT,SLICE_X22Y103
23,103,LUT,SLICE_X23Y103
25,103,LUT,SLICE_X25Y103
26,103,LUT,SLICE_X26Y103
27,103,LUT,SLICE_X27Y103
30,103,LUT,SLICE_X30Y103
32,103,LUT,SLICE_X32Y103
33,103,LUT,SLICE_X33Y103
35,103,LUT,SLICE_X35Y103
36,103,LUT,SLICE_X36Y103
38,103,LUT,SLICE_X38Y103
41,103,LUT,SLICE_X41Y103
44,103,LUT,SLICE_X44Y103
46,103,LUT,SLICE_X46Y103
47,103,LUT,SLICE_X47Y103
0,102,LUT,SLICE_X0Y102
2,102,LUT,SLICE_X2Y102
3,102,LUT,SLICE_X3Y102
6,102,LUT,SLICE_X6Y102
7,102,LUT,SLICE_X7Y102
8,102,LUT,SLICE_X8Y102
10,102,LUT,SLICE_X10Y102
11,102,LUT,SLICE_X11Y102
12,102,LUT,SLICE_X12Y102
13,102,LUT,SLICE_X13Y102
15,102,LUT,SLICE_X15Y102
17,102,LUT,SLICE_X17Y102
18,102,LUT,SLICE_X18Y102
21,102,LUT,SLICE_X21Y102
22,102,LUT,SLICE_X22Y102
23,102,LUT,SLICE_X23Y102
25,102,LUT,SLICE_X25Y102
26,102,LUT,SLICE_X26Y102
27,102,LUT,SLICE_X27Y102
30,102,LUT,SLICE_X30Y102
32,102,LUT,SLICE_X32Y102
33,102,LUT,SLICE_X33Y102
35,102,LUT,SLICE_X35Y102
36,102,LUT,SLICE_X36Y102
38,102,LUT,SLICE_X38Y102
41,102,LUT,SLICE_X41Y102
44,102,LUT,SLICE_X44Y102
46,102,LUT,SLICE_X46Y102
47,102,LUT,SLICE_X47Y102
0,101,LUT,SLICE_X0Y101
2,101,LUT,SLICE_X2Y101
3,101,LUT,SLICE_X3Y101
6,101,LUT,SLICE_X6Y101
7,101,LUT,SLICE_X7Y101
8,101,LUT,SLICE_X8Y101
10,101,LUT,SLICE_X10Y101
11,101,LUT,SLICE_X11Y101
12,101,LUT,SLICE_X12Y101
13,101,LUT,SLICE_X13Y101
15,101,LUT,SLICE_X15Y101
17,101,LUT,SLICE_X17Y101
18,101,LUT,SLICE_X18Y101
21,101,LUT,SLICE_X21Y101
22,101,LUT,SLICE_X22Y101
23,101,LUT,SLICE_X23Y101
25,101,LUT,SLICE_X25Y101
26,101,LUT,SLICE_X26Y101
27,101,LUT,SLICE_X27Y101
30,101,LUT,SLICE_X30Y101
32,101,LUT,SLICE_X32Y101
33,101,LUT,SLICE_X33Y101
35,101,LUT,SLICE_X35Y101
36,101,LUT,SLICE_X36Y101
38,101,LUT,SLICE_X38Y101
41,101,LUT,SLICE_X41Y101
44,101,LUT,SLICE_X44Y101
46,101,LUT,SLICE_X46Y101
47,101,LUT,SLICE_X47Y101
0,100,LUT,SLICE_X0Y100
2,100,LUT,SLICE_X2Y100
3,100,LUT,SLICE_X3Y100
6,100,LUT,SLICE_X6Y100
7,100,LUT,SLICE_X7Y100
8,100,LUT,SLICE_X8Y100
10,100,LUT,SLICE_X10Y100
11,100,LUT,SLICE_X11Y100
12,100,LUT,SLICE_X12Y100
13,100,LUT,SLICE_X13Y100
15,100,LUT,SLICE_X15Y100
17,100,LUT,SLICE_X17Y100
18,100,LUT,SLICE_X18Y100
21,100,LUT,SLICE_X21Y100
22,100,LUT,SLICE_X22Y100
23,100,LUT,SLICE_X23Y100
25,100,LUT,SLICE_X25Y100
26,100,LUT,SLICE_X26Y100
27,100,LUT,SLICE_X27Y100
30,100,LUT,SLICE_X30Y100
32,100,LUT,SLICE_X32Y100
33,100,LUT,SLICE_X33Y100
35,100,LUT,SLICE_X35Y100
36,100,LUT,SLICE_X36Y100
38,100,LUT,SLICE_X38Y100
41,100,LUT,SLICE_X41Y100
44,100,LUT,SLICE_X44Y100
46,100,LUT,SLICE_X46Y100
47,100,LUT,SLICE_X47Y100
0,99,LUT,SLICE_X0Y99
2,99,LUT,SLICE_X2Y99
3,99,LUT,SLICE_X3Y99
6,99,LUT,SLICE_X6Y99
7,99,LUT,SLICE_X7Y99
8,99,LUT,SLICE_X8Y99
10,99,LUT,SLICE_X10Y99
11,99,LUT,SLICE_X11Y99
12,99,LUT,SLICE_X12Y99
13,99,LUT,SLICE_X13Y99
15,99,LUT,SLICE_X15Y99
17,99,LUT,SLICE_X17Y99
18,99,LUT,SLICE_X18Y99
21,99,LUT,SLICE_X21Y99
22,99,LUT,SLICE_X22Y99
23,99,LUT,SLICE_X23Y99
25,99,LUT,SLICE_X25Y99
26,99,LUT,SLICE_X26Y99
27,99,LUT,SLICE_X27Y99
30,99,LUT,SLICE_X30Y99
32,99,LUT,SLICE_X32Y99
33,99,LUT,SLICE_X33Y99
35,99,LUT,SLICE_X35Y99
36,99,LUT,SLICE_X36Y99
38,99,LUT,SLICE_X38Y99
41,99,LUT,SLICE_X41Y99
44,99,LUT,SLICE_X44Y99
46,99,LUT,SLICE_X46Y99
47,99,LUT,SLICE_X47Y99
0,98,LUT,SLICE_X0Y98
2,98,LUT,SLICE_X2Y98
3,98,LUT,SLICE_X3Y98
6,98,LUT,SLICE_X6Y98
7,98,LUT,SLICE_X7Y98
8,98,LUT,SLICE_X8Y98
10,98,LUT,SLICE_X10Y98
11,98,LUT,SLICE_X11Y98
12,98,LUT,SLICE_X12Y98
13,98,LUT,SLICE_X13Y98
15,98,LUT,SLICE_X15Y98
17,98,LUT,SLICE_X17Y98
18,98,LUT,SLICE_X18Y98
21,98,LUT,SLICE_X21Y98
22,98,LUT,SLICE_X22Y98
23,98,LUT,SLICE_X23Y98
25,98,LUT,SLICE_X25Y98
26,98,LUT,SLICE_X26Y98
27,98,LUT,SLICE_X27Y98
30,98,LUT,SLICE_X30Y98
32,98,LUT,SLICE_X32Y98
33,98,LUT,SLICE_X33Y98
35,98,LUT,SLICE_X35Y98
36,98,LUT,SLICE_X36Y98
38,98,LUT,SLICE_X38Y98
41,98,LUT,SLICE_X41Y98
44,98,LUT,SLICE_X44Y98
46,98,LUT,SLICE_X46Y98
47,98,LUT,SLICE_X47Y98
0,97,LUT,SLICE_X0Y97
2,97,LUT,SLICE_X2Y97
3,97,LUT,SLICE_X3Y97
6,97,LUT,SLICE_X6Y97
7,97,LUT,SLICE_X7Y97
8,97,LUT,SLICE_X8Y97
10,97,LUT,SLICE_X10Y97
11,97,LUT,SLICE_X11Y97
12,97,LUT,SLICE_X12Y97
13,97,LUT,SLICE_X13Y97
15,97,LUT,SLICE_X15Y97
17,97,LUT,SLICE_X17Y97
18,97,LUT,SLICE_X18Y97
21,97,LUT,SLICE_X21Y97
22,97,LUT,SLICE_X22Y97
23,97,LUT,SLICE_X23Y97
25,97,LUT,SLICE_X25Y97
26,97,LUT,SLICE_X26Y97
27,97,LUT,SLICE_X27Y97
30,97,LUT,SLICE_X30Y97
32,97,LUT,SLICE_X32Y97
33,97,LUT,SLICE_X33Y97
35,97,LUT,SLICE_X35Y97
36,97,LUT,SLICE_X36Y97
38,97,LUT,SLICE_X38Y97
41,97,LUT,SLICE_X41Y97
44,97,LUT,SLICE_X44Y97
46,97,LUT,SLICE_X46Y97
47,97,LUT,SLICE_X47Y97
0,96,LUT,SLICE_X0Y96
2,96,LUT,SLICE_X2Y96
3,96,LUT,SLICE_X3Y96
6,96,LUT,SLICE_X6Y96
7,96,LUT,SLICE_X7Y96
8,96,LUT,SLICE_X8Y96
10,96,LUT,SLICE_X10Y96
11,96,LUT,SLICE_X11Y96
12,96,LUT,SLICE_X12Y96
13,96,LUT,SLICE_X13Y96
15,96,LUT,SLICE_X15Y96
17,96,LUT,SLICE_X17Y96
18,96,LUT,SLICE_X18Y96
21,96,LUT,SLICE_X21Y96
22,96,LUT,SLICE_X22Y96
23,96,LUT,SLICE_X23Y96
25,96,LUT,SLICE_X25Y96
26,96,LUT,SLICE_X26Y96
27,96,LUT,SLICE_X27Y96
30,96,LUT,SLICE_X30Y96
32,96,LUT,SLICE_X32Y96
33,96,LUT,SLICE_X33Y96
35,96,LUT,SLICE_X35Y96
36,96,LUT,SLICE_X36Y96
38,96,LUT,SLICE_X38Y96
41,96,LUT,SLICE_X41Y96
44,96,LUT,SLICE_X44Y96
46,96,LUT,SLICE_X46Y96
47,96,LUT,SLICE_X47Y96
0,95,LUT,SLICE_X0Y95
2,95,LUT,SLICE_X2Y95
3,95,LUT,SLICE_X3Y95
6,95,LUT,SLICE_X6Y95
7,95,LUT,SLICE_X7Y95
8,95,LUT,SLICE_X8Y95
10,95,LUT,SLICE_X10Y95
11,95,LUT,SLICE_X11Y95
12,95,LUT,SLICE_X12Y95
13,95,LUT,SLICE_X13Y95
15,95,LUT,SLICE_X15Y95
17,95,LUT,SLICE_X17Y95
18,95,LUT,SLICE_X18Y95
21,95,LUT,SLICE_X21Y95
22,95,LUT,SLICE_X22Y95
23,95,LUT,SLICE_X23Y95
25,95,LUT,SLICE_X25Y95
26,95,LUT,SLICE_X26Y95
27,95,LUT,SLICE_X27Y95
30,95,LUT,SLICE_X30Y95
32,95,LUT,SLICE_X32Y95
33,95,LUT,SLICE_X33Y95
35,95,LUT,SLICE_X35Y95
36,95,LUT,SLICE_X36Y95
38,95,LUT,SLICE_X38Y95
41,95,LUT,SLICE_X41Y95
44,95,LUT,SLICE_X44Y95
46,95,LUT,SLICE_X46Y95
47,95,LUT,SLICE_X47Y95
0,94,LUT,SLICE_X0Y94
2,94,LUT,SLICE_X2Y94
3,94,LUT,SLICE_X3Y94
6,94,LUT,SLICE_X6Y94
7,94,LUT,SLICE_X7Y94
8,94,LUT,SLICE_X8Y94
10,94,LUT,SLICE_X10Y94
11,94,LUT,SLICE_X11Y94
12,94,LUT,SLICE_X12Y94
13,94,LUT,SLICE_X13Y94
15,94,LUT,SLICE_X15Y94
17,94,LUT,SLICE_X17Y94
18,94,LUT,SLICE_X18Y94
21,94,LUT,SLICE_X21Y94
22,94,LUT,SLICE_X22Y94
23,94,LUT,SLICE_X23Y94
25,94,LUT,SLICE_X25Y94
26,94,LUT,SLICE_X26Y94
27,94,LUT,SLICE_X27Y94
30,94,LUT,SLICE_X30Y94
32,94,LUT,SLICE_X32Y94
33,94,LUT,SLICE_X33Y94
35,94,LUT,SLICE_X35Y94
36,94,LUT,SLICE_X36Y94
38,94,LUT,SLICE_X38Y94
41,94,LUT,SLICE_X41Y94
44,94,LUT,SLICE_X44Y94
46,94,LUT,SLICE_X46Y94
47,94,LUT,SLICE_X47Y94
0,93,LUT,SLICE_X0Y93
2,93,LUT,SLICE_X2Y93
3,93,LUT,SLICE_X3Y93
6,93,LUT,SLICE_X6Y93
7,93,LUT,SLICE_X7Y93
8,93,LUT,SLICE_X8Y93
10,93,LUT,SLICE_X10Y93
11,93,LUT,SLICE_X11Y93
12,93,LUT,SLICE_X12Y93
13,93,LUT,SLICE_X13Y93
15,93,LUT,SLICE_X15Y93
17,93,LUT,SLICE_X17Y93
18,93,LUT,SLICE_X18Y93
21,93,LUT,SLICE_X21Y93
22,93,LUT,SLICE_X22Y93
23,93,LUT,SLICE_X23Y93
25,93,LUT,SLICE_X25Y93
26,93,LUT,SLICE_X26Y93
27,93,LUT,SLICE_X27Y93
30,93,LUT,SLICE_X30Y93
32,93,LUT,SLICE_X32Y93
33,93,LUT,SLICE_X33Y93
35,93,LUT,SLICE_X35Y93
36,93,LUT,SLICE_X36Y93
38,93,LUT,SLICE_X38Y93
41,93,LUT,SLICE_X41Y93
44,93,LUT,SLICE_X44Y93
46,93,LUT,SLICE_X46Y93
47,93,LUT,SLICE_X47Y93
0,92,LUT,SLICE_X0Y92
2,92,LUT,SLICE_X2Y92
3,92,LUT,SLICE_X3Y92
6,92,LUT,SLICE_X6Y92
7,92,LUT,SLICE_X7Y92
8,92,LUT,SLICE_X8Y92
10,92,LUT,SLICE_X10Y92
11,92,LUT,SLICE_X11Y92
12,92,LUT,SLICE_X12Y92
13,92,LUT,SLICE_X13Y92
15,92,LUT,SLICE_X15Y92
17,92,LUT,SLICE_X17Y92
18,92,LUT,SLICE_X18Y92
21,92,LUT,SLICE_X21Y92
22,92,LUT,SLICE_X22Y92
23,92,LUT,SLICE_X23Y92
25,92,LUT,SLICE_X25Y92
26,92,LUT,SLICE_X26Y92
27,92,LUT,SLICE_X27Y92
30,92,LUT,SLICE_X30Y92
32,92,LUT,SLICE_X32Y92
33,92,LUT,SLICE_X33Y92
35,92,LUT,SLICE_X35Y92
36,92,LUT,SLICE_X36Y92
38,92,LUT,SLICE_X38Y92
41,92,LUT,SLICE_X41Y92
44,92,LUT,SLICE_X44Y92
46,92,LUT,SLICE_X46Y92
47,92,LUT,SLICE_X47Y92
0,91,LUT,SLICE_X0Y91
2,91,LUT,SLICE_X2Y91
3,91,LUT,SLICE_X3Y91
6,91,LUT,SLICE_X6Y91
7,91,LUT,SLICE_X7Y91
8,91,LUT,SLICE_X8Y91
10,91,LUT,SLICE_X10Y91
11,91,LUT,SLICE_X11Y91
12,91,LUT,SLICE_X12Y91
13,91,LUT,SLICE_X13Y91
15,91,LUT,SLICE_X15Y91
17,91,LUT,SLICE_X17Y91
18,91,LUT,SLICE_X18Y91
21,91,LUT,SLICE_X21Y91
22,91,LUT,SLICE_X22Y91
23,91,LUT,SLICE_X23Y91
25,91,LUT,SLICE_X25Y91
26,91,LUT,SLICE_X26Y91
27,91,LUT,SLICE_X27Y91
30,91,LUT,SLICE_X30Y91
32,91,LUT,SLICE_X32Y91
33,91,LUT,SLICE_X33Y91
35,91,LUT,SLICE_X35Y91
36,91,LUT,SLICE_X36Y91
38,91,LUT,SLICE_X38Y91
41,91,LUT,SLICE_X41Y91
44,91,LUT,SLICE_X44Y91
46,91,LUT,SLICE_X46Y91
47,91,LUT,SLICE_X47Y91
0,90,LUT,SLICE_X0Y90
2,90,LUT,SLICE_X2Y90
3,90,LUT,SLICE_X3Y90
6,90,LUT,SLICE_X6Y90
7,90,LUT,SLICE_X7Y90
8,90,LUT,SLICE_X8Y90
10,90,LUT,SLICE_X10Y90
11,90,LUT,SLICE_X11Y90
12,90,LUT,SLICE_X12Y90
13,90,LUT,SLICE_X13Y90
15,90,LUT,SLICE_X15Y90
17,90,LUT,SLICE_X17Y90
18,90,LUT,SLICE_X18Y90
21,90,LUT,SLICE_X21Y90
22,90,LUT,SLICE_X22Y90
23,90,LUT,SLICE_X23Y90
25,90,LUT,SLICE_X25Y90
26,90,LUT,SLICE_X26Y90
27,90,LUT,SLICE_X27Y90
30,90,LUT,SLICE_X30Y90
32,90,LUT,SLICE_X32Y90
33,90,LUT,SLICE_X33Y90
35,90,LUT,SLICE_X35Y90
36,90,LUT,SLICE_X36Y90
38,90,LUT,SLICE_X38Y90
41,90,LUT,SLICE_X41Y90
44,90,LUT,SLICE_X44Y90
46,90,LUT,SLICE_X46Y90
47,90,LUT,SLICE_X47Y90
0,89,LUT,SLICE_X0Y89
2,89,LUT,SLICE_X2Y89
3,89,LUT,SLICE_X3Y89
6,89,LUT,SLICE_X6Y89
7,89,LUT,SLICE_X7Y89
8,89,LUT,SLICE_X8Y89
10,89,LUT,SLICE_X10Y89
11,89,LUT,SLICE_X11Y89
12,89,LUT,SLICE_X12Y89
13,89,LUT,SLICE_X13Y89
15,89,LUT,SLICE_X15Y89
17,89,LUT,SLICE_X17Y89
18,89,LUT,SLICE_X18Y89
21,89,LUT,SLICE_X21Y89
22,89,LUT,SLICE_X22Y89
23,89,LUT,SLICE_X23Y89
25,89,LUT,SLICE_X25Y89
26,89,LUT,SLICE_X26Y89
27,89,LUT,SLICE_X27Y89
30,89,LUT,SLICE_X30Y89
32,89,LUT,SLICE_X32Y89
33,89,LUT,SLICE_X33Y89
35,89,LUT,SLICE_X35Y89
36,89,LUT,SLICE_X36Y89
38,89,LUT,SLICE_X38Y89
41,89,LUT,SLICE_X41Y89
44,89,LUT,SLICE_X44Y89
46,89,LUT,SLICE_X46Y89
47,89,LUT,SLICE_X47Y89
0,88,LUT,SLICE_X0Y88
2,88,LUT,SLICE_X2Y88
3,88,LUT,SLICE_X3Y88
6,88,LUT,SLICE_X6Y88
7,88,LUT,SLICE_X7Y88
8,88,LUT,SLICE_X8Y88
10,88,LUT,SLICE_X10Y88
11,88,LUT,SLICE_X11Y88
12,88,LUT,SLICE_X12Y88
13,88,LUT,SLICE_X13Y88
15,88,LUT,SLICE_X15Y88
17,88,LUT,SLICE_X17Y88
18,88,LUT,SLICE_X18Y88
21,88,LUT,SLICE_X21Y88
22,88,LUT,SLICE_X22Y88
23,88,LUT,SLICE_X23Y88
25,88,LUT,SLICE_X25Y88
26,88,LUT,SLICE_X26Y88
27,88,LUT,SLICE_X27Y88
30,88,LUT,SLICE_X30Y88
32,88,LUT,SLICE_X32Y88
33,88,LUT,SLICE_X33Y88
35,88,LUT,SLICE_X35Y88
36,88,LUT,SLICE_X36Y88
38,88,LUT,SLICE_X38Y88
41,88,LUT,SLICE_X41Y88
44,88,LUT,SLICE_X44Y88
46,88,LUT,SLICE_X46Y88
47,88,LUT,SLICE_X47Y88
0,87,LUT,SLICE_X0Y87
2,87,LUT,SLICE_X2Y87
3,87,LUT,SLICE_X3Y87
6,87,LUT,SLICE_X6Y87
7,87,LUT,SLICE_X7Y87
8,87,LUT,SLICE_X8Y87
10,87,LUT,SLICE_X10Y87
11,87,LUT,SLICE_X11Y87
12,87,LUT,SLICE_X12Y87
13,87,LUT,SLICE_X13Y87
15,87,LUT,SLICE_X15Y87
17,87,LUT,SLICE_X17Y87
18,87,LUT,SLICE_X18Y87
21,87,LUT,SLICE_X21Y87
22,87,LUT,SLICE_X22Y87
23,87,LUT,SLICE_X23Y87
25,87,LUT,SLICE_X25Y87
26,87,LUT,SLICE_X26Y87
27,87,LUT,SLICE_X27Y87
30,87,LUT,SLICE_X30Y87
32,87,LUT,SLICE_X32Y87
33,87,LUT,SLICE_X33Y87
35,87,LUT,SLICE_X35Y87
36,87,LUT,SLICE_X36Y87
38,87,LUT,SLICE_X38Y87
41,87,LUT,SLICE_X41Y87
44,87,LUT,SLICE_X44Y87
46,87,LUT,SLICE_X46Y87
47,87,LUT,SLICE_X47Y87
0,86,LUT,SLICE_X0Y86
2,86,LUT,SLICE_X2Y86
3,86,LUT,SLICE_X3Y86
6,86,LUT,SLICE_X6Y86
7,86,LUT,SLICE_X7Y86
8,86,LUT,SLICE_X8Y86
10,86,LUT,SLICE_X10Y86
11,86,LUT,SLICE_X11Y86
12,86,LUT,SLICE_X12Y86
13,86,LUT,SLICE_X13Y86
15,86,LUT,SLICE_X15Y86
17,86,LUT,SLICE_X17Y86
18,86,LUT,SLICE_X18Y86
21,86,LUT,SLICE_X21Y86
22,86,LUT,SLICE_X22Y86
23,86,LUT,SLICE_X23Y86
25,86,LUT,SLICE_X25Y86
26,86,LUT,SLICE_X26Y86
27,86,LUT,SLICE_X27Y86
30,86,LUT,SLICE_X30Y86
32,86,LUT,SLICE_X32Y86
33,86,LUT,SLICE_X33Y86
35,86,LUT,SLICE_X35Y86
36,86,LUT,SLICE_X36Y86
38,86,LUT,SLICE_X38Y86
41,86,LUT,SLICE_X41Y86
44,86,LUT,SLICE_X44Y86
46,86,LUT,SLICE_X46Y86
47,86,LUT,SLICE_X47Y86
0,85,LUT,SLICE_X0Y85
2,85,LUT,SLICE_X2Y85
3,85,LUT,SLICE_X3Y85
6,85,LUT,SLICE_X6Y85
7,85,LUT,SLICE_X7Y85
8,85,LUT,SLICE_X8Y85
10,85,LUT,SLICE_X10Y85
11,85,LUT,SLICE_X11Y85
12,85,LUT,SLICE_X12Y85
13,85,LUT,SLICE_X13Y85
15,85,LUT,SLICE_X15Y85
17,85,LUT,SLICE_X17Y85
18,85,LUT,SLICE_X18Y85
21,85,LUT,SLICE_X21Y85
22,85,LUT,SLICE_X22Y85
23,85,LUT,SLICE_X23Y85
25,85,LUT,SLICE_X25Y85
26,85,LUT,SLICE_X26Y85
27,85,LUT,SLICE_X27Y85
30,85,LUT,SLICE_X30Y85
32,85,LUT,SLICE_X32Y85
33,85,LUT,SLICE_X33Y85
35,85,LUT,SLICE_X35Y85
36,85,LUT,SLICE_X36Y85
38,85,LUT,SLICE_X38Y85
41,85,LUT,SLICE_X41Y85
44,85,LUT,SLICE_X44Y85
46,85,LUT,SLICE_X46Y85
47,85,LUT,SLICE_X47Y85
0,84,LUT,SLICE_X0Y84
2,84,LUT,SLICE_X2Y84
3,84,LUT,SLICE_X3Y84
6,84,LUT,SLICE_X6Y84
7,84,LUT,SLICE_X7Y84
8,84,LUT,SLICE_X8Y84
10,84,LUT,SLICE_X10Y84
11,84,LUT,SLICE_X11Y84
12,84,LUT,SLICE_X12Y84
13,84,LUT,SLICE_X13Y84
15,84,LUT,SLICE_X15Y84
17,84,LUT,SLICE_X17Y84
18,84,LUT,SLICE_X18Y84
21,84,LUT,SLICE_X21Y84
22,84,LUT,SLICE_X22Y84
23,84,LUT,SLICE_X23Y84
25,84,LUT,SLICE_X25Y84
26,84,LUT,SLICE_X26Y84
27,84,LUT,SLICE_X27Y84
30,84,LUT,SLICE_X30Y84
32,84,LUT,SLICE_X32Y84
33,84,LUT,SLICE_X33Y84
35,84,LUT,SLICE_X35Y84
36,84,LUT,SLICE_X36Y84
38,84,LUT,SLICE_X38Y84
41,84,LUT,SLICE_X41Y84
44,84,LUT,SLICE_X44Y84
46,84,LUT,SLICE_X46Y84
47,84,LUT,SLICE_X47Y84
0,83,LUT,SLICE_X0Y83
2,83,LUT,SLICE_X2Y83
3,83,LUT,SLICE_X3Y83
6,83,LUT,SLICE_X6Y83
7,83,LUT,SLICE_X7Y83
8,83,LUT,SLICE_X8Y83
10,83,LUT,SLICE_X10Y83
11,83,LUT,SLICE_X11Y83
12,83,LUT,SLICE_X12Y83
13,83,LUT,SLICE_X13Y83
15,83,LUT,SLICE_X15Y83
17,83,LUT,SLICE_X17Y83
18,83,LUT,SLICE_X18Y83
21,83,LUT,SLICE_X21Y83
22,83,LUT,SLICE_X22Y83
23,83,LUT,SLICE_X23Y83
25,83,LUT,SLICE_X25Y83
26,83,LUT,SLICE_X26Y83
27,83,LUT,SLICE_X27Y83
30,83,LUT,SLICE_X30Y83
32,83,LUT,SLICE_X32Y83
33,83,LUT,SLICE_X33Y83
35,83,LUT,SLICE_X35Y83
36,83,LUT,SLICE_X36Y83
38,83,LUT,SLICE_X38Y83
41,83,LUT,SLICE_X41Y83
44,83,LUT,SLICE_X44Y83
46,83,LUT,SLICE_X46Y83
47,83,LUT,SLICE_X47Y83
0,82,LUT,SLICE_X0Y82
2,82,LUT,SLICE_X2Y82
3,82,LUT,SLICE_X3Y82
6,82,LUT,SLICE_X6Y82
7,82,LUT,SLICE_X7Y82
8,82,LUT,SLICE_X8Y82
10,82,LUT,SLICE_X10Y82
11,82,LUT,SLICE_X11Y82
12,82,LUT,SLICE_X12Y82
13,82,LUT,SLICE_X13Y82
15,82,LUT,SLICE_X15Y82
17,82,LUT,SLICE_X17Y82
18,82,LUT,SLICE_X18Y82
21,82,LUT,SLICE_X21Y82
22,82,LUT,SLICE_X22Y82
23,82,LUT,SLICE_X23Y82
25,82,LUT,SLICE_X25Y82
26,82,LUT,SLICE_X26Y82
27,82,LUT,SLICE_X27Y82
30,82,LUT,SLICE_X30Y82
32,82,LUT,SLICE_X32Y82
33,82,LUT,SLICE_X33Y82
35,82,LUT,SLICE_X35Y82
36,82,LUT,SLICE_X36Y82
38,82,LUT,SLICE_X38Y82
41,82,LUT,SLICE_X41Y82
44,82,LUT,SLICE_X44Y82
46,82,LUT,SLICE_X46Y82
47,82,LUT,SLICE_X47Y82
0,81,LUT,SLICE_X0Y81
2,81,LUT,SLICE_X2Y81
3,81,LUT,SLICE_X3Y81
6,81,LUT,SLICE_X6Y81
7,81,LUT,SLICE_X7Y81
8,81,LUT,SLICE_X8Y81
10,81,LUT,SLICE_X10Y81
11,81,LUT,SLICE_X11Y81
12,81,LUT,SLICE_X12Y81
13,81,LUT,SLICE_X13Y81
15,81,LUT,SLICE_X15Y81
17,81,LUT,SLICE_X17Y81
18,81,LUT,SLICE_X18Y81
21,81,LUT,SLICE_X21Y81
22,81,LUT,SLICE_X22Y81
23,81,LUT,SLICE_X23Y81
25,81,LUT,SLICE_X25Y81
26,81,LUT,SLICE_X26Y81
27,81,LUT,SLICE_X27Y81
30,81,LUT,SLICE_X30Y81
32,81,LUT,SLICE_X32Y81
33,81,LUT,SLICE_X33Y81
35,81,LUT,SLICE_X35Y81
36,81,LUT,SLICE_X36Y81
38,81,LUT,SLICE_X38Y81
41,81,LUT,SLICE_X41Y81
44,81,LUT,SLICE_X44Y81
46,81,LUT,SLICE_X46Y81
47,81,LUT,SLICE_X47Y81
0,80,LUT,SLICE_X0Y80
2,80,LUT,SLICE_X2Y80
3,80,LUT,SLICE_X3Y80
6,80,LUT,SLICE_X6Y80
7,80,LUT,SLICE_X7Y80
8,80,LUT,SLICE_X8Y80
10,80,LUT,SLICE_X10Y80
11,80,LUT,SLICE_X11Y80
12,80,LUT,SLICE_X12Y80
13,80,LUT,SLICE_X13Y80
15,80,LUT,SLICE_X15Y80
17,80,LUT,SLICE_X17Y80
18,80,LUT,SLICE_X18Y80
21,80,LUT,SLICE_X21Y80
22,80,LUT,SLICE_X22Y80
23,80,LUT,SLICE_X23Y80
25,80,LUT,SLICE_X25Y80
26,80,LUT,SLICE_X26Y80
27,80,LUT,SLICE_X27Y80
30,80,LUT,SLICE_X30Y80
32,80,LUT,SLICE_X32Y80
33,80,LUT,SLICE_X33Y80
35,80,LUT,SLICE_X35Y80
36,80,LUT,SLICE_X36Y80
38,80,LUT,SLICE_X38Y80
41,80,LUT,SLICE_X41Y80
44,80,LUT,SLICE_X44Y80
46,80,LUT,SLICE_X46Y80
47,80,LUT,SLICE_X47Y80
0,79,LUT,SLICE_X0Y79
2,79,LUT,SLICE_X2Y79
3,79,LUT,SLICE_X3Y79
6,79,LUT,SLICE_X6Y79
7,79,LUT,SLICE_X7Y79
8,79,LUT,SLICE_X8Y79
10,79,LUT,SLICE_X10Y79
11,79,LUT,SLICE_X11Y79
12,79,LUT,SLICE_X12Y79
13,79,LUT,SLICE_X13Y79
15,79,LUT,SLICE_X15Y79
17,79,LUT,SLICE_X17Y79
18,79,LUT,SLICE_X18Y79
21,79,LUT,SLICE_X21Y79
22,79,LUT,SLICE_X22Y79
23,79,LUT,SLICE_X23Y79
25,79,LUT,SLICE_X25Y79
26,79,LUT,SLICE_X26Y79
27,79,LUT,SLICE_X27Y79
30,79,LUT,SLICE_X30Y79
32,79,LUT,SLICE_X32Y79
33,79,LUT,SLICE_X33Y79
35,79,LUT,SLICE_X35Y79
36,79,LUT,SLICE_X36Y79
38,79,LUT,SLICE_X38Y79
41,79,LUT,SLICE_X41Y79
44,79,LUT,SLICE_X44Y79
46,79,LUT,SLICE_X46Y79
47,79,LUT,SLICE_X47Y79
0,78,LUT,SLICE_X0Y78
2,78,LUT,SLICE_X2Y78
3,78,LUT,SLICE_X3Y78
6,78,LUT,SLICE_X6Y78
7,78,LUT,SLICE_X7Y78
8,78,LUT,SLICE_X8Y78
10,78,LUT,SLICE_X10Y78
11,78,LUT,SLICE_X11Y78
12,78,LUT,SLICE_X12Y78
13,78,LUT,SLICE_X13Y78
15,78,LUT,SLICE_X15Y78
17,78,LUT,SLICE_X17Y78
